PolicyholderNumber,FirstPartyVehicleNumber,PolicyholderOccupation,FirstPolicySubscriptionDate,FirstPartyVehicleType,PolicyholderPostCode,PolicyWasSubscribedOnInternet,NumberOfPoliciesOfPolicyholder,FpVehicleAgeMonths,PolicyHolderAge,FirstPartyLiability,ReferenceId,ThirdPartyVehicleNumber,InsurerNotes,LossDate,ClaimCause,ClaimInvolvedCovers,DamageImportance,ConnectionBetweenParties,LossPostCode,EasinessToStage,ClaimWithoutIdentifiedThirdParty,ClaimAmount,LossHour,NumberOfBodilyInjuries,Fraud
PH007164,V82895,Doctor,2010-01-28,Van,10425,1,1,101,76,0.5563351106505786,REF007164,V12594,Partial damage,2020-03-12,Theft,Medical,9,No,98367,0.2633112432767081,0,22948.337896348363,11,0,0.0
PH003127,V27758,Engineer,2019-03-19,Motorcycle,23057,0,2,68,27,0.22409980068734497,REF003127,V27047,Minor damage,2020-03-19,Accident,Liability,3,No,38153,0.08901509428188381,1,44551.83887142983,16,1,0.0
PH002970,V63120,Business,2017-12-20,Truck,79318,1,1,165,34,0.2689903284458211,REF002970,V46444,Theft reported,2020-02-16,Fire,Medical,8,No,75036,0.3702659935767356,0,10328.840246401816,17,0,0.0
PH009603,V54657,Business,2012-08-27,Truck,22726,0,1,235,27,0.12619730265933207,REF009603,V10525,Theft reported,2020-07-23,Accident,Medical,2,No,39977,0.6892702699043548,0,15845.342372031682,17,0,0.0
PH006396,V20286,Engineer,2012-09-24,Truck,58809,0,3,32,37,0.1159298639068621,REF006396,V72461,Partial damage,2020-01-13,Accident,Collision,2,No,36900,0.28666431413393767,0,8575.30266707793,8,0,0.0
PH003576,V11110,Teacher,2010-01-12,SUV,87652,0,1,67,61,0.8810888834395558,REF003576,V70812,Minor damage,2019-02-19,Theft,Comprehensive,6,No,73923,0.7330184277215976,0,45794.91437591354,15,0,0.0
PH006401,V64594,Lawyer,2013-10-27,Motorcycle,20354,0,1,209,71,0.3576134238274551,REF006401,V10046,Partial damage,2020-04-21,Accident,Comprehensive,3,Yes,42501,0.44296088508795894,0,20616.257119516395,2,0,0.0
PH006422,V16621,Lawyer,2015-08-25,Motorcycle,78020,0,3,155,65,0.22589278564936058,REF006422,V61249,Minor damage,2019-11-08,Accident,Liability,6,Yes,72548,0.2816518503673383,0,41967.38752402593,7,0,0.0
PH008359,V32571,Teacher,2016-06-02,Truck,72570,0,4,189,79,0.49388627487921044,REF008359,V31233,Total loss,2019-05-04,Fire,Liability,5,No,15249,0.2835730923067523,0,13616.333788216685,9,0,0.0
PH009382,V98954,Doctor,2020-02-25,Car,34727,1,2,50,65,0.18526277980454067,REF009382,V82398,Minor damage,2019-03-04,Fire,Liability,5,No,12285,0.896312990060256,0,27214.27570895017,2,1,0.0
PH007126,V22748,Engineer,2013-11-29,Car,78368,0,1,48,19,0.17430349476583099,REF007126,V79278,Partial damage,2019-11-20,Vandalism,Medical,9,No,38459,0.40127034703210285,0,37895.10340905968,8,1,0.0
PH000452,V53540,Teacher,2015-07-18,Car,96884,0,1,176,18,0.5256422809478094,REF000452,V62928,Theft reported,2020-06-14,Accident,Comprehensive,6,No,83946,0.9083614144131648,0,16438.084839642383,21,0,0.0
PH003992,V40508,Engineer,2012-08-07,SUV,95600,0,1,186,56,0.5212674996405005,REF003992,V54241,Theft reported,2020-08-27,Accident,Collision,5,No,15161,0.7492796877119419,0,8795.143145595883,7,0,0.0
PH004770,V63907,Engineer,2019-05-18,SUV,31433,0,3,214,52,0.6353972088704837,REF004770,V90725,Theft reported,2019-11-06,Fire,Liability,9,No,18497,0.8054581840127171,1,14684.60359762982,5,4,0.0
PH003567,V27973,Lawyer,2013-04-13,Motorcycle,63602,0,2,124,69,0.6426291793925726,REF003567,V23109,Total loss,2019-03-14,Fire,Liability,1,No,52194,0.6345612384196208,0,8873.325004133585,15,0,0.0
PH006472,V64209,Business,2016-05-05,Motorcycle,83179,0,1,201,36,0.35360337348894344,REF006472,V32079,Minor damage,2019-11-10,Fire,Comprehensive,4,Yes,31377,0.18969097275770863,0,7403.833613769929,16,1,0.0
PH001828,V80748,Engineer,2020-08-20,Motorcycle,51478,0,1,202,26,0.6594103038373893,REF001828,V36167,Partial damage,2019-10-06,Theft,Liability,1,No,69119,0.25130680528157245,0,24421.412600456944,1,0,0.0
PH002295,V13037,Business,2020-01-03,Van,96980,0,1,219,30,0.7327401752570526,REF002295,V32751,Partial damage,2019-05-17,Theft,Liability,1,No,69088,0.6895125459066052,0,26651.575390325776,5,0,0.0
PH005044,V46583,Lawyer,2012-08-07,Motorcycle,78919,0,2,91,57,0.4263570379209459,REF005044,V30807,Partial damage,2019-07-04,Accident,Collision,5,No,66554,0.481632699646815,1,36854.846536848294,13,0,0.0
PH002114,V25435,Teacher,2018-08-24,SUV,43430,0,2,183,76,0.25217607734308123,REF002114,V45056,Partial damage,2020-10-27,Natural Disaster,Comprehensive,1,No,36887,0.6187520802797903,0,14545.787810307129,17,0,0.0
PH001725,V47627,Doctor,2017-11-02,Motorcycle,27705,1,4,38,64,0.1884568406714255,REF001725,V61820,Minor damage,2020-01-31,Fire,Liability,4,No,83434,0.21725064097136748,0,49994.3402827845,14,0,0.0
PH002916,V38668,Other,2013-05-16,Motorcycle,61628,0,4,5,23,0.43919368072946174,REF002916,V36177,Theft reported,2020-08-20,Accident,Liability,6,No,77471,0.37205051240389675,0,13367.35184625864,17,0,0.0
PH007919,V83202,Lawyer,2017-05-18,SUV,17546,0,1,17,21,0.8092619942235729,REF007919,V36422,Total loss,2020-03-20,Theft,Liability,9,No,79084,0.4246078131997295,0,25134.113527525908,9,0,0.0
PH001456,V26540,Lawyer,2010-02-16,SUV,14659,0,1,233,59,0.30286452076328696,REF001456,V96397,Minor damage,2019-12-15,Theft,Medical,6,No,13523,0.7892572136589793,0,24298.918866217115,0,0,0.0
PH000075,V37460,Business,2018-12-03,SUV,38337,0,1,126,55,0.6295869539230935,REF000075,V79784,Theft reported,2020-06-21,Vandalism,Medical,5,No,54896,0.6420280475010851,1,44637.838907731406,1,0,1.0
PH009628,V85030,Teacher,2019-06-27,SUV,71122,0,1,121,35,0.842502179671005,REF009628,V26601,Theft reported,2020-02-04,Vandalism,Liability,2,No,88030,0.7777856585478826,0,16030.123980773058,3,0,0.0
PH009146,V52406,Other,2012-05-18,SUV,56474,0,1,77,69,0.5417837194771943,REF009146,V10273,Total loss,2020-12-26,Vandalism,Comprehensive,5,No,68250,0.028484315102877966,1,46547.32557296913,6,0,0.0
PH003760,V45554,Lawyer,2020-10-31,Van,95739,0,1,48,34,0.5563444147427686,REF003760,V41640,Partial damage,2020-01-03,Theft,Liability,5,No,87298,0.879489474350753,0,40177.52070900118,3,1,0.0
PH006306,V56918,Other,2012-08-23,SUV,12074,0,2,68,70,0.5150304507789393,REF006306,V38159,Minor damage,2019-11-29,Theft,Medical,8,No,56092,0.1134250230647168,0,25300.25910365134,22,1,0.0
PH008106,V36890,Doctor,2017-09-22,Truck,86638,0,3,108,64,0.20287807764291976,REF008106,V81076,Partial damage,2019-07-09,Accident,Medical,6,Yes,22379,0.8763876289516729,0,7429.746891789805,22,0,0.0
PH005599,V90481,Doctor,2013-08-11,Motorcycle,90880,0,3,119,29,0.8586675281133952,REF005599,V32145,Total loss,2019-08-25,Natural Disaster,Collision,9,Yes,62838,0.28906609038693376,0,45300.72234809827,6,0,0.0
PH007541,V31229,Other,2017-06-06,Motorcycle,71936,0,1,142,45,0.8751916951093893,REF007541,V95831,Minor damage,2020-04-27,Fire,Collision,8,No,57249,0.3914769183290471,0,14626.046839086295,15,0,0.0
PH008763,V43612,Doctor,2011-10-26,SUV,91013,1,1,201,47,0.6389083733846914,REF008763,V79590,Minor damage,2020-12-11,Theft,Collision,9,No,38842,0.21920262254409895,0,15237.215041149477,9,0,0.0
PH000748,V35995,Engineer,2018-05-07,SUV,97889,0,2,57,74,0.47649968610050186,REF000748,V81002,Total loss,2020-01-29,Natural Disaster,Comprehensive,5,No,84408,0.4390617155640244,1,13265.570279739783,8,2,0.0
PH004627,V58049,Doctor,2016-12-18,SUV,10284,1,1,94,43,0.379810171492996,REF004627,V54285,Theft reported,2019-06-16,Fire,Collision,1,Yes,66707,0.10591637357638628,0,23058.386722287018,20,0,0.0
PH009227,V70755,Business,2011-08-14,Car,74400,1,1,57,51,0.305282526321462,REF009227,V26529,Partial damage,2020-06-22,Theft,Comprehensive,2,No,81677,0.7428096018352456,0,49184.03193592283,4,0,0.0
PH006661,V40266,Doctor,2010-03-22,Truck,35903,1,2,10,41,0.6319908602639022,REF006661,V39600,Partial damage,2019-12-23,Natural Disaster,Comprehensive,8,No,41126,0.7218130574381714,0,32042.69532111445,3,1,0.0
PH005417,V37723,Business,2013-02-23,Van,95794,0,1,174,31,0.5947384665744274,REF005417,V37204,Minor damage,2019-01-24,Vandalism,Liability,1,No,71300,0.1296865413190924,1,12028.507902313655,13,1,0.0
PH008463,V69892,Doctor,2018-02-25,Car,42158,1,1,64,19,0.22924794443466992,REF008463,V19837,Theft reported,2019-07-21,Fire,Medical,1,No,83054,0.9986629019724595,0,31184.839980787456,11,0,0.0
PH002517,V52096,Other,2011-11-04,Car,98309,0,2,237,58,0.644559290396992,REF002517,V21248,Partial damage,2020-09-05,Theft,Medical,7,No,91136,0.3240107264105795,0,28060.398770834356,12,0,0.0
PH002229,V95344,Other,2019-02-07,Motorcycle,99084,0,1,54,18,0.2269647464594435,REF002229,V57409,Theft reported,2019-01-02,Theft,Liability,6,No,80950,0.1295956182890342,0,31197.217654697295,12,0,0.0
PH009884,V42285,Other,2020-07-31,SUV,51620,0,2,196,74,0.5568735352163723,REF009884,V25765,Theft reported,2020-10-17,Vandalism,Medical,8,No,95975,0.6108288661483742,1,20240.601336345335,2,1,0.0
PH000355,V51441,Other,2015-04-17,Motorcycle,43351,0,2,166,41,0.5970879212765149,REF000355,V75350,Theft reported,2020-02-14,Accident,Collision,2,No,74947,0.7586825494063342,0,44394.82316520011,9,1,0.0
PH003583,V92323,Teacher,2015-07-07,Motorcycle,86596,0,2,90,47,0.636688753481649,REF003583,V25745,Minor damage,2019-09-23,Accident,Liability,1,No,27619,0.7414624772765701,0,2773.0950637523347,22,0,0.0
PH001056,V27172,Teacher,2011-12-13,Truck,92624,0,1,102,43,0.3299743011851433,REF001056,V43993,Partial damage,2020-10-12,Theft,Medical,6,No,47899,0.9793834633371356,0,11863.482672930739,10,0,0.0
PH004458,V46291,Engineer,2015-05-18,SUV,69560,1,3,100,28,0.7079002672319711,REF004458,V44289,Theft reported,2020-03-28,Accident,Medical,1,No,83156,0.8016926844338552,0,9389.137575025647,7,0,0.0
PH008265,V18745,Doctor,2017-09-21,SUV,72904,1,2,147,77,0.42752807799274195,REF008265,V63819,Theft reported,2020-10-15,Vandalism,Medical,1,No,46846,0.5173217758483957,0,1166.1309027946531,13,1,0.0
PH004287,V24748,Doctor,2016-06-23,Motorcycle,40225,1,2,10,62,0.41305294589567454,REF004287,V51204,Partial damage,2020-06-19,Natural Disaster,Comprehensive,3,No,63836,0.3754254202838079,0,30564.243028953842,0,0,0.0
PH003633,V57329,Business,2013-01-23,SUV,34966,0,1,184,29,0.14518811767100132,REF003633,V85502,Theft reported,2019-12-18,Accident,Liability,9,No,15733,0.9353605993637395,1,35946.96333315583,2,0,0.0
PH002882,V42208,Doctor,2012-11-28,SUV,69382,1,1,34,79,0.6350512589282487,REF002882,V22054,Total loss,2020-03-20,Fire,Liability,1,No,30115,0.9914506399291153,0,36496.53873210417,6,2,0.0
PH002565,V35318,Business,2012-02-01,Van,87312,1,1,165,45,0.2598216574962624,REF002565,V63093,Total loss,2020-04-22,Theft,Comprehensive,2,No,64458,0.07192649321397782,0,20492.973590933492,2,1,0.0
PH005968,V52624,Teacher,2012-08-31,Car,71590,0,1,194,41,0.2401730231960708,REF005968,V57347,Total loss,2020-08-13,Vandalism,Collision,4,Yes,33010,0.75972542365087,0,40793.08433531667,1,1,0.0
PH007374,V49855,Business,2018-02-25,Truck,56147,0,2,110,19,0.5730047300934779,REF007374,V52034,Total loss,2019-08-14,Fire,Comprehensive,3,Yes,35599,0.9510476407340711,0,10798.819476295663,9,0,0.0
PH000403,V16658,Lawyer,2015-01-29,Car,65131,0,2,151,22,0.2681186711513871,REF000403,V71282,Theft reported,2019-10-27,Accident,Liability,6,No,89952,0.6137341599871179,0,11430.829977645033,20,1,0.0
PH008396,V88878,Business,2016-02-03,Truck,53927,0,1,230,22,0.6880331883381483,REF008396,V79536,Total loss,2020-05-28,Accident,Liability,4,No,48616,0.04058384352331146,0,12759.885379665711,7,2,0.0
PH007082,V82006,Lawyer,2017-09-07,Car,70533,0,1,84,28,0.19429160926927863,REF007082,V41686,Theft reported,2019-09-07,Theft,Medical,8,Yes,49063,0.5848782901965589,0,32309.482567922758,10,0,0.0
PH009729,V38256,Other,2013-05-05,Van,78120,0,2,80,46,0.3604697529005638,REF009729,V74213,Partial damage,2020-07-26,Natural Disaster,Collision,6,No,58734,0.004186512001775888,0,24910.609555777955,21,0,0.0
PH000895,V24953,Doctor,2019-11-03,SUV,83442,0,1,69,41,0.49634541978124114,REF000895,V93309,Minor damage,2020-05-14,Theft,Liability,8,No,99298,0.8829676037489184,0,19253.177658106855,8,0,0.0
PH002392,V88238,Other,2010-02-10,Truck,87648,0,1,220,62,0.306815474995774,REF002392,V29685,Minor damage,2019-05-26,Fire,Comprehensive,4,No,52415,0.1428200396903655,0,15087.890092731694,13,0,0.0
PH004482,V14629,Doctor,2019-01-11,Motorcycle,83655,0,1,8,57,0.5568690147383757,REF004482,V91957,Theft reported,2020-07-26,Vandalism,Collision,3,No,38735,0.31342552726612516,0,34980.58991530771,18,3,0.0
PH001860,V84766,Lawyer,2018-09-02,Truck,41342,0,1,33,40,0.33784436935533685,REF001860,V96563,Minor damage,2020-04-11,Vandalism,Liability,7,No,68921,0.9943912524912336,0,49053.0959300237,13,0,0.0
PH007538,V97500,Business,2016-03-01,Car,96190,1,4,164,52,0.1370623404408593,REF007538,V41558,Total loss,2019-05-03,Natural Disaster,Collision,9,No,50524,0.41601042239670927,0,3174.6339313282097,6,0,0.0
PH009041,V76131,Business,2012-01-31,SUV,37055,0,1,175,47,0.5477345385488314,REF009041,V90844,Theft reported,2019-09-18,Fire,Liability,2,Yes,92485,0.8841068355638448,0,33821.28012759388,9,0,0.0
PH007832,V52746,Teacher,2016-04-10,Van,26549,0,1,53,46,0.6047726001380366,REF007832,V40803,Total loss,2020-05-09,Fire,Collision,7,No,77488,0.5369627052711677,0,1711.7797724548109,5,1,0.0
PH001122,V40613,Engineer,2013-11-04,Truck,14616,0,2,225,33,0.406446073989701,REF001122,V46630,Theft reported,2020-08-03,Vandalism,Collision,6,No,54232,0.47333724987593917,1,18584.98201507501,6,1,0.0
PH003597,V66280,Other,2010-01-24,Motorcycle,22705,0,1,125,59,0.5118098790495255,REF003597,V28258,Minor damage,2020-03-30,Theft,Liability,1,No,94288,0.8652063214291678,0,37087.70026014361,13,0,0.0
PH006188,V74237,Other,2016-12-05,Van,12048,0,4,156,64,0.16654794776729345,REF006188,V24338,Theft reported,2019-06-14,Theft,Collision,6,No,39430,0.881872879536048,0,45352.41132470839,9,0,0.0
PH001263,V92345,Business,2010-09-14,Truck,23767,0,1,145,40,0.8194119479383699,REF001263,V88835,Minor damage,2019-10-18,Fire,Comprehensive,5,No,72843,0.4808893088537429,0,40742.88101430444,15,0,0.0
PH005979,V88326,Teacher,2013-12-25,Van,78734,0,1,202,44,0.10055534308445715,REF005979,V98823,Total loss,2019-01-03,Accident,Comprehensive,4,Yes,37122,0.9574052343524502,1,41084.43598390358,17,0,0.0
PH009666,V72423,Lawyer,2013-06-29,Truck,77775,1,4,217,67,0.10841656667420559,REF009666,V89332,Theft reported,2020-04-19,Natural Disaster,Collision,4,Yes,56667,0.6108126414010984,0,11424.664917057979,11,0,0.0
PH002871,V82523,Lawyer,2018-05-26,Truck,20836,0,1,168,77,0.47151954549743746,REF002871,V38437,Total loss,2019-08-17,Fire,Comprehensive,6,No,52804,0.7776731725696894,0,42488.02890840782,13,0,0.0
PH005960,V26569,Doctor,2019-10-17,Motorcycle,45813,0,1,42,79,0.5009289226312863,REF005960,V44172,Total loss,2020-01-06,Fire,Comprehensive,2,No,61496,0.21211380633482801,0,8385.515903165502,6,0,0.0
PH007122,V84421,Teacher,2016-11-27,Truck,45518,0,1,214,43,0.7599908412474532,REF007122,V67741,Total loss,2020-03-06,Fire,Medical,6,No,98112,0.030845806639288598,0,33350.25130596721,23,0,0.0
PH004916,V73298,Other,2017-10-06,Van,76629,0,1,174,69,0.1421044703404597,REF004916,V18058,Theft reported,2020-04-28,Fire,Comprehensive,5,No,75411,0.046668767188331906,1,48164.12727753224,23,0,0.0
PH005554,V51405,Engineer,2014-10-10,SUV,64339,0,1,19,29,0.5858811803422864,REF005554,V75564,Total loss,2019-10-02,Vandalism,Medical,7,No,72429,0.152533584597774,0,45837.96335719238,9,0,0.0
PH009995,V39035,Doctor,2015-06-03,SUV,87632,0,1,63,39,0.23563598958717594,REF009995,V84356,Total loss,2020-03-02,Accident,Medical,5,No,13120,0.22418044189905117,1,10971.820229116076,22,0,0.0
PH003611,V96298,Teacher,2018-11-10,Car,97721,0,3,183,29,0.23151352088935218,REF003611,V18226,Theft reported,2020-04-29,Fire,Comprehensive,7,No,71123,0.70008010949384,0,26993.287935109056,6,0,0.0
PH005387,V84732,Other,2011-09-05,Van,70408,1,2,188,37,0.5458121251022775,REF005387,V53090,Theft reported,2020-07-14,Natural Disaster,Comprehensive,3,No,24047,0.13074889312181037,0,39777.14343925722,16,0,0.0
PH005978,V87441,Teacher,2013-11-21,SUV,20943,1,1,41,55,0.5889680026329316,REF005978,V36081,Partial damage,2019-02-05,Theft,Liability,7,No,51330,0.4702108777641868,0,36398.28133315044,0,0,0.0
PH008547,V22626,Business,2017-05-10,Van,63920,1,2,116,64,0.18372025958476457,REF008547,V78172,Minor damage,2019-06-28,Fire,Medical,8,No,63560,0.28784649760665426,0,12895.266615366781,11,0,0.0
PH002265,V77499,Doctor,2012-03-08,Truck,41172,0,1,10,34,0.10050380031309825,REF002265,V30732,Minor damage,2020-11-20,Accident,Liability,5,No,12183,0.2305037274966948,0,33931.83853592748,6,0,0.0
PH005181,V15965,Teacher,2015-09-23,Car,81096,1,2,167,60,0.714726599544693,REF005181,V22170,Partial damage,2019-12-23,Fire,Medical,7,No,32038,0.5835511207500258,0,14563.421074512802,17,0,0.0
PH000147,V99353,Business,2017-03-06,SUV,44723,1,1,212,31,0.7185333658647004,REF000147,V90911,Partial damage,2019-08-14,Natural Disaster,Medical,9,No,94304,0.0563029337173917,0,45871.19054150554,15,1,0.0
PH006408,V92862,Teacher,2019-02-27,SUV,43787,0,1,108,75,0.3250265086293167,REF006408,V90362,Partial damage,2019-06-28,Vandalism,Comprehensive,2,No,93114,0.6273866519578067,0,20139.986870639565,6,0,0.0
PH005531,V22807,Other,2012-05-07,Truck,72125,0,2,152,36,0.4771751334503955,REF005531,V31152,Minor damage,2020-06-21,Vandalism,Comprehensive,6,No,12438,0.03508129191994136,0,5273.494985576938,20,0,0.0
PH004150,V73273,Other,2020-10-30,Motorcycle,41146,0,3,178,40,0.14363983322661814,REF004150,V53081,Partial damage,2020-09-14,Fire,Collision,3,No,47818,0.9053332334823238,0,22395.712509487723,11,1,0.0
PH002235,V13969,Doctor,2011-03-20,Car,77870,0,2,208,35,0.8352733162927234,REF002235,V72118,Theft reported,2020-10-15,Theft,Collision,6,Yes,22004,0.10122205892651004,0,49409.86668927714,4,0,0.0
PH006954,V53321,Engineer,2013-03-15,Motorcycle,14641,1,1,121,67,0.282890148098107,REF006954,V87000,Total loss,2019-03-07,Fire,Collision,4,No,40081,0.15610438757957257,0,27004.005129400535,6,0,0.0
PH004544,V63633,Lawyer,2016-04-16,Motorcycle,52186,0,2,212,45,0.7874870842678287,REF004544,V76127,Minor damage,2019-03-26,Natural Disaster,Liability,3,No,61416,0.2756237880028979,1,1960.9915841704887,19,0,0.0
PH005228,V64087,Doctor,2019-03-19,Car,39483,1,1,42,28,0.806241894779235,REF005228,V93115,Theft reported,2019-12-20,Accident,Medical,4,Yes,34423,0.0798955070135069,0,31056.666931898486,5,0,0.0
PH009813,V74418,Doctor,2010-04-24,Van,43006,0,2,111,72,0.6100896367294872,REF009813,V29542,Partial damage,2020-08-31,Vandalism,Medical,1,No,62395,0.7155489758066349,0,39508.950646183934,22,0,0.0
PH005202,V61248,Lawyer,2010-03-08,SUV,96027,0,1,184,44,0.5378741374108237,REF005202,V70938,Partial damage,2019-04-06,Accident,Liability,8,Yes,75934,0.7871412459795105,1,14722.661521887181,7,0,0.0
PH009292,V34535,Engineer,2019-04-12,Motorcycle,51290,1,2,70,20,0.36844614043754287,REF009292,V11209,Partial damage,2020-06-06,Vandalism,Liability,1,No,13929,0.7408978641049295,0,38465.966160320604,6,0,0.0
PH001843,V15726,Engineer,2011-11-20,Van,15724,0,2,11,78,0.6925895566582813,REF001843,V65977,Theft reported,2019-09-03,Vandalism,Collision,5,No,97846,0.8580298681103613,0,28280.357344620046,0,3,0.0
PH006711,V78843,Business,2017-08-05,Motorcycle,68456,0,1,64,28,0.8655694975458506,REF006711,V55657,Minor damage,2019-11-20,Accident,Comprehensive,9,No,31394,0.12117178619561264,0,9334.807931481415,18,2,0.0
PH008725,V33671,Engineer,2012-02-22,Van,29684,0,1,178,62,0.49542793707736454,REF008725,V40263,Minor damage,2019-10-18,Fire,Liability,4,No,90826,0.7170089416888332,0,27201.368170949092,9,0,0.0
PH008296,V56659,Other,2018-10-12,SUV,61604,1,1,46,36,0.35109260631217454,REF008296,V88790,Theft reported,2020-10-07,Accident,Collision,7,No,98016,0.7582599418650999,0,26820.767341533923,11,0,0.0
PH003646,V86986,Business,2019-07-10,Truck,46397,0,1,41,75,0.5238054091833487,REF003646,V18856,Minor damage,2019-03-19,Accident,Comprehensive,2,No,97922,0.6808846428291442,0,4899.585711238026,4,0,0.0
PH000336,V20745,Teacher,2012-03-12,Van,42021,0,1,36,68,0.2850466247810095,REF000336,V16980,Partial damage,2020-11-29,Natural Disaster,Liability,7,No,93202,0.5904427032943448,0,32740.96792142989,3,0,0.0
PH002610,V58174,Engineer,2016-09-24,Truck,99000,0,1,163,62,0.3597796425028791,REF002610,V24890,Minor damage,2019-10-09,Theft,Liability,9,No,53465,0.36730060233929673,0,9755.422394888526,7,0,0.0
PH008284,V17669,Engineer,2010-07-29,Car,69081,0,3,148,62,0.6926957332256429,REF008284,V16385,Partial damage,2020-05-03,Theft,Liability,7,No,63976,0.5906667413302589,0,34644.97219555207,19,0,0.0
PH005213,V82754,Teacher,2017-03-16,Motorcycle,75137,0,1,52,74,0.5166581977249881,REF005213,V85324,Partial damage,2019-11-02,Accident,Liability,6,Yes,54689,0.913940373584057,0,37064.03467577718,20,0,0.0
PH006588,V60747,Other,2012-11-03,Van,72805,0,1,192,37,0.2558160375744798,REF006588,V90793,Theft reported,2019-11-05,Fire,Liability,3,No,68216,0.3344208464430617,0,34741.49338561861,9,2,0.0
PH009208,V68385,Lawyer,2015-08-22,SUV,90272,1,3,169,40,0.39204777338159624,REF009208,V62572,Total loss,2020-12-11,Fire,Liability,9,No,94684,0.5200249749392117,1,42460.79142024595,5,1,0.0
PH007180,V18658,Engineer,2020-01-10,Truck,71082,0,2,39,47,0.6726388690629391,REF007180,V55239,Theft reported,2019-09-19,Vandalism,Collision,2,No,36848,0.17259589889452143,0,1833.9273212332498,2,0,0.0
PH004659,V23235,Engineer,2013-01-15,Van,39689,1,3,14,35,0.672845407864733,REF004659,V31783,Partial damage,2020-10-06,Vandalism,Collision,4,No,12428,0.04095851346503021,1,12597.99496682635,4,0,0.0
